Comando,NomeCat,IDProduto,CodProd,NomeProd,Peso,Descricao,DescrLonga,DescrURL,URLTarget,Estoque,EstoqueMinimo,Disponivel,ICMS,Custo,Preco,PrecoProm,PrecoB2B,PrecoB2BProm,DataPromInicio,DataPromFim,Lancamento,EmDestaque,ImagemProd,ImagemDet,ImagemAmp,Adicional1,Adicional2,Adicional3,AdicionalD1,AdicionalD2,AdicionalD3,Cores,OrdemProd,IDProdutoPai,RamoProd,MaisProd,DataVencimento,DiasAvisoVencimento,DiasReposicao,IDParceiroProd,DescrHTM,MetaKeywordsProd,MaxParcelasProd,XMLParcelasProd,CodBarrasProd,Embalavel,IsProdutoGrande,LarguraProd,AlturaProd,ProfundidadeProd,CodVideo,ProdMPN,TitleProd,URLProd,VendaConjunta,MetaDescriptionProd,IDsFiltroItem
"I","Calcinhas",5528600,"20003_M_PRETO","",50,"Calcinha em microfibra lisa, linda e confortável.","","",False,1,1,True,0,10.9,10.9,0,0,0,,,False,False,"","","","132246","","","","","","65687",0,5521175,,"",,,0,,"","",6,6,,True,False,0,0,0,"","1602","CALCINHA LPA3_20003_M_PRETO","calcinha-star-47402591","","",""
"I","Calcinhas",5528602,"20003_M_BRANCO","",50,"Calcinha em microfibra lisa, linda e confortável.","","",False,1,1,True,0,10.9,10.9,0,0,0,,,False,False,"","","","132246","","","","","","65688",0,5521175,,"",,,0,,"","",6,6,,True,False,0,0,0,"","1602","CALCINHA LPA3_20003_M_BRANCO","calcinha-star-98821657","","",""
"I","Calcinhas",5528629,"20002_G_ROSA","",50,"Versátil,delicada e veste muito bem e pode ser usada em todas as situações.","","",False,1,1,True,0,11.9,11.9,0,0,0,,,False,False,"","","","132247","","","","","","65972",0,5521161,,"",,,0,,"","",6,6,,True,False,0,0,0,"","47","CALCINHA LPA2_20002_G_ROSA","calcinha-flowers-76668948","","",""
"I","Calcinhas",5528632,"20002_M_VERMELH","",50,"Versátil,delicada e veste muito bem e pode ser usada em todas as situações.","","",False,1,1,True,0,11.9,11.9,0,0,0,,,False,False,"","","","132246","","","","","","65691",0,5521161,,"",,,0,,"","",6,6,,True,False,0,0,0,"","47","CALCINHA LPA2_20002_M_VERMELHO","calcinha-flowers-52714175","","",""
"I","Calcinhas",5530459,"20001_P_AZUL","",50,"Calcinha em microfibra lisa com detalhe em renda, linda e ideal para o dia a dia.","","",False,1,1,True,0,10.9,10.9,0,0,0,,,False,False,"","","","132245","","","","","","65686",0,5521160,,"",,,0,,"","",6,6,,True,False,0,0,0,"","A193","CALCINHA LPA1_20001_P_AZUL","calcinha-happy-620670","","",""
"I","Calcinhas",5530460,"20001_M_VERMELH","",50,"Calcinha em microfibra lisa com detalhe em renda, linda e ideal para o dia a dia.
","","",False,1,1,True,0,10.9,10.9,0,0,0,,,False,False,"","","","132246","","","","","","65691",0,5521160,,"",,,0,,"","",6,6,,True,False,0,0,0,"","A193","CALCINHA LPA1_20001_M_VERMELH","calcinha-happy-27184695","","",""
"I","Calcinhas",5530461,"20001_P_ROXO","",50,"Calcinha em microfibra lisa com detalhe em renda, linda e ideal para o dia a dia.","","",False,1,1,True,0,10.9,10.9,0,0,0,,,False,False,"","","","132245","","","","","","65972",0,5521160,,"",,,0,,"","",6,6,,True,False,0,0,0,"","A193","CALCINHA LPA1_20001_P_ROXO","calcinha-happy-47492617","","",""
"I","Calcinhas",5530463,"20001_M_AMARELO","",50,"Calcinha em microfibra lisa com detalhe em renda, linda e ideal para o dia a dia.","","",False,1,1,True,0,10.9,10.9,0,0,0,,,False,False,"","","","132246","","","","","","65971",0,5521160,,"",,,0,,"","",6,6,,True,False,0,0,0,"","A193","CALCINHA LPA1_20001_M_AMARELO","calcinha-happy-5366153","","",""
"I","Calcinhas",5530465,"20004_M_BRANCO","",50,"Calcinha modeladora de cotton com renda e super confortável!","","",False,1,1,True,0,19.99,19.99,0,0,0,,,False,False,"","","","132246","","","","","","65688",0,5530464,,"",,,0,,"","",6,6,,True,False,0,0,0,"","D44","CALCINHA LPA4_20004_M_BRANCO","calcinha-draw-73478335","","",""
"I","Calcinhas",5530466,"20004_G_ROSA","",50,"Calcinha modeladora de cotton com renda e super confortável!","","",False,1,1,True,0,19.99,19.99,0,0,0,,,False,False,"","","","132247","","","","","","65972",0,5530464,,"",,,0,,"","",6,6,,True,False,0,0,0,"","D44","CALCINHA LPA4_20004_G_ROSA","calcinha-draw-25602359","","",""
"I","Calcinhas",5530467,"20004_G_BRANCO","",50,"Calcinha modeladora de cotton com renda e super confortável","","",False,1,1,True,0,19.99,19.99,0,0,0,,,False,False,"","","","132247","","","","","","65688",0,5530464,,"",,,0,,"","",6,6,,True,False,0,0,0,"","D44","CALCINHA LPA4_20004_G_BRANCO","calcinha-draw-67577761","","",""
"I","Calcinhas",5530495,"20005_GG_VERDE","",50,"Calcinha em microfibra lisa com detalhe em renda nas laterais, Linda e confortável!","","",False,1,1,True,0,12.2,12.2,0,0,0,,,False,False,"","","","132248","","","","","","65689",0,5530493,,"",,,0,,"","",6,6,,True,False,0,0,0,"","D42","CALCINHA LPA5_20005_GG_VERDE","calcinha-tie-58942813","","",""
"I","Calcinhas",5530496,"20005_M_BRANCO","",50,"Calcinha em microfibra lisa com detalhe em renda nas laterais, Linda e confortável!","","",False,1,1,True,0,12.2,12.2,0,0,0,,,False,False,"","","","132246","","","","","","65688",0,5530493,,"",,,0,,"","",6,6,,True,False,0,0,0,"","D42","CALCINHA LPA5_20005_M_BRANCO","calcinha-tie-3278751","","",""
"I","Calcinhas",5530497,"20005_G_BRANCO","",50,"Calcinha em microfibra lisa com detalhe em renda nas laterais, Linda e confortável!","","",False,1,1,True,0,12.2,12.2,0,0,0,,,False,False,"","","","132247","","","","","","65688",0,5530493,,"",,,0,,"","",6,6,,True,False,0,0,0,"","D42","CALCINHA LPA5_20005_G_BRANCO","calcinha-tie-33674258","","",""
"I","Calcinhas",5530499,"20005_GG_BRANCO","",50,"Calcinha em microfibra lisa com detalhe em renda nas laterais, Linda e confortável!","","",False,1,1,True,0,12.2,12.2,0,0,0,,,False,False,"","","","132248","","","","","","65688",0,5530493,,"",,,0,,"","",6,6,,True,False,0,0,0,"","D42","CALSINHA LPA5_20005_GG_BRANCO","calcinha-tie-32435244","","",""
"I","Calcinhas",5530502,"20006_M_VERMEHO","",50,"Calcinha em microfibra lisa e renda, macia e confortável.","","",False,1,1,True,0,11.9,11.9,0,0,0,,,False,False,"","","","132246","","","","","","65691",0,5530500,,"",,,0,,"","",6,6,,True,False,0,0,0,"","M125","CALCINHA LPA6_20006_M_VERMEHO","calcinha-sun-98675173","","",""
"I","Calcinhas",5530504,"20006_M_BRANCO","",50,"Calcinha em microfibra lisa e renda, macia e confortável.","","",False,1,1,True,0,11.9,11.9,0,0,0,,,False,False,"","","","132246","","","","","","65688",0,5530500,,"",,,0,,"","",6,6,,True,False,0,0,0,"","M125","CALCINHA LPA6_20006_M_BRANCO","calcinha-sun-68551272","","",""
"I","Calcinhas",5530505,"20006_G_BRANCO","",50,"Calcinha em microfibra lisa e renda, macia e confortável.","","",False,1,1,True,0,11.9,11.9,0,0,0,,,False,False,"","","","132247","","","","","","65688",0,5530500,,"",,,0,,"","",6,6,,True,False,0,0,0,"","M125","CALCINHA LPA6_20006_G_BRANCO","calcinha-sun-55479068","","",""
"I","Calcinhas",5530506,"20006_P_PRETO","",50,"Calcinha em microfibra lisa e renda, macia e confortável.","","",False,1,1,True,0,11.9,11.9,0,0,0,,,False,False,"","","","132245","","","","","","65687",0,5530500,,"",,,0,,"","",6,6,,True,False,0,0,0,"","M125","CALCINHA LPA6_20006_P_PRETO","calcinha-sun-32706851","","",""
"I","Calcinhas",5530507,"20006_M_PRETO","",50,"Calcinha em microfibra lisa e renda, macia e confortável.","","",False,1,1,True,0,11.9,11.9,0,0,0,,,False,False,"","","","132246","","","","","","65687",0,5530500,,"",,,0,,"","",6,6,,True,False,0,0,0,"","M125","CALCINHA LPA6_20006_M_PRETO","calcinha-sun-8251590","","",""
"I","Calcinhas",5533998,"20007_P_VERMELH","",50,"Calcinha em microfibra e renda, linda e delicada, perfeita para todas as ocasiões.","","",False,2,1,True,0,9.99,9.99,0,0,0,,,False,False,"","","","132245","","","","","","65691",0,5533997,,"",,,0,,"","",6,6,,True,False,0,0,0,"","A170 ","CALCINHA LPA7_20007_P_VERMELH","lpa7-50986880","","",""
"I","Calcinhas",5533999,"20007_P_BRANCO","",50,"Calcinha em microfibra e renda, linda e delicada, perfeita para todas as ocasiões.","","",False,1,1,True,0,9.99,9.99,0,0,0,,,False,False,"","","","132245","","","","","","65688",0,5533997,,"",,,0,,"","",6,6,,True,False,0,0,0,"","A170 ","CALCINHA LPA7_20007_P_BRANCO","lpa7-32059878","","",""
"I","Calcinhas",5534000,"20007_M_VERMELH","",50,"Calcinha em microfibra e renda, linda e delicada, perfeita para todas as ocasiões.","","",False,1,1,True,0,9.99,9.99,0,0,0,,,False,False,"","","","132246","","","","","","65691",0,5533997,,"",,,0,,"","",6,6,,True,False,0,0,0,"","A170 ","CACINHA LPA7_20007_M_VERMELH","lpa7-23942203","","",""
"I","Calcinhas",5541544,"20002_M_BRANCO","",50,"Versátil,delicada e veste muito bem detalhes em preto. Pode ser usada em todas as situações.","","",False,1,1,True,0,11.9,11.9,0,0,0,,,False,False,"","","","132246","","","","","","65688",0,5521161,,"",,,0,,"","",6,6,,True,False,0,0,0,"","47","CALCINHA LPA2_20002_M_Branco","lpa2-79908389","","",""
"I","Calcinhas",5541545,"20002_G_BRANCO","",50,"Versátil,delicada e veste muito bem detalhes em preto. Pode ser usada em todas as situações.","","",False,0,1,True,0,11.9,11.9,0,0,0,,,False,False,"","","","132247","","","","","","65688",0,5521161,,"",,,0,,"","",6,6,,True,False,0,0,0,"","47","CALCINHA LPA2_20002_G_Branco","lpa2-77874392","","",""
"I","Calcinhas",5541546,"20002_M_ROSA","",50,"Versátil,delicada e veste muito bem e pode ser usada em todas as situações.","","",False,1,1,True,0,11.9,11.9,0,0,0,,,False,False,"","","","132246","","","","","","65972",0,5521161,,"",,,0,,"","",6,6,,True,False,0,0,0,"","47","CALCINHA LPA2_20002_M_ROSA","lpa2-40940493","","",""
"I","Calcinhas",5541919,"20008_M_BRANCO","",50,"Calesson todo em renda, fica linda no corpo e veste muito bem.","","",False,1,1,True,0,12.78,12.78,0,0,0,,,False,False,"","","","132246","","","","","","65688",0,5541918,,"",,,0,,"","",6,6,,True,False,0,0,0,""," 5237","CALCINHA LPA8_20008_M_Branco","calcinha-lpa8-74627322","","",""
"I","Calcinhas",5541920,"20008_M_ROSA","",50,"Calesson todo em renda, fica linda no corpo e veste muito bem.","","",False,1,1,True,0,12.78,12.78,0,0,0,,,False,False,"","","","132246","","","","","","65972",0,5541918,,"",,,0,,"","",6,6,,True,False,0,0,0,""," 5237","CALCINHA LPA8_20008_M_Rosa","calcinha-lpa8-88402956","","",""
"I","Calcinhas",5541921,"20008_G_PRETO","",50,"Calesson todo em renda, fica linda no corpo e veste muito bem.","","",False,1,1,True,0,12.78,12.78,0,0,0,,,False,False,"","","","132247","","","","","","65687",0,5541918,,"",,,0,,"","",6,6,,True,False,0,0,0,""," 5237","CALCINHA LPA8_20008_G_Preto","calcinha-lpa8-53825015","","",""
"I","Calcinhas",5616019,"20001_P_BRANCO","",50,"Calcinha em microfibra lisa com detalhe em renda, linda e ideal para o dia a dia.","","",False,0,1,True,0,10.9,10.9,0,0,0,,,False,False,"","","","132245","","","","","","65688",0,5521160,,"",,,0,,"","",6,6,,True,False,0,0,0,"","A193","CAMCINHA LPA1_20001_P_Branco","calcinha-lpa1-29058475","","",""
"I","Calcinhas",5616024,"20006_P_BRANCO ","",50,"Calcinha em microfibra lisa e renda, macia e confortável.","","",False,0,1,True,0,11.9,11.9,0,0,0,,,False,False,"","","","132245","","","","","","65688",0,5530500,,"",,,0,,"","",6,6,,True,False,0,0,0,"","M125","CALCINHA LPA6_20006_P_BRANCO","calcinha-lpa6-35410708","","",""
"I","Calcinhas",5521160,"20001","CALCINHA LPA1",50,"Calcinha em microfibra lisa com detalhe em renda, linda e ideal para o dia a dia.",". Microfibra lisa
. Detalhes em renda
. Com laço de cetim 5x5m
. Composto por:
82% poliamida
18% elastano 
forro 100% algodão
","",False,5,1,True,0,10.9,10.9,0,0,0,,,False,False,"LPA1_150.JPG","LPA1_350.JPG","LPA1_500.JPG","","","","Calcinha com detalhe em renda","","","",1,,674,"",,,0,,"","Calcinha,microfibra,renda,cetim,algodão,dia,noite,Happy,lingerie",6,6,,True,False,0,0,0,"","A193","LPA1","happy-22808475","","Calcinha em microfibra lisa,detalhe em renda, dia-dia,100% algodão,laço de cetim.",""
"I","Calcinhas",5521161,"20002","CALCINHA LPA2",50,"Versátil,delicada e veste muito bem e pode ser usada em todas as situações.",". Calcinha com elástico embutido.
. Composto por:
82% de poliamida 
18% de elastano
Forro 100% algodão
","",False,5,1,True,0,11.9,11.9,0,0,0,,,False,True,"LPA2_150.JPG","LPA2_350.JPG","LPA2_500.JPG","","","","Calcinha com elástico embutido","","","",0,,684,"",,,0,,"","CALCINHA,DELICADA,ALGODÃO,ELÁSTICO,TANGA",6,6,,True,False,0,0,0,"","47","CPA2","calcinha-flowers-77077883","","CALCINHA COM ELÁSTICO, DIA A DIA, 100% ALGODÃO",""
"I","Calcinhas",5521175,"20003","CALCINHA LPA3",50,"Calcinha em microfibra lisa, linda e confortável.",". Calcinha em microfibra lisa.
. Tem costura em três pontos.
. A pala é toda em renda.
. Tem a lateral larguinha deixando a peça ainda mais confortável.
Composta por:
 82% de poliéster
18% de elastano.
Forro 100% algodão.","",False,2,1,True,0,10.9,10.9,0,0,0,,,False,False,"LPA3_150.JPG","LPA3_350.JPG","LPA3_500.JPG","","","","Calcinha em microfibra lisa","","","",0,,674,"",,,0,,"","CALCINHA, MICROFIBRA,RENDA,ALGODÃO,",6,6,,True,False,0,0,0,"","1602","LPA3","calcinha-star-84215945","","CALCINHA MICROFIBRA, DETALHES EM RENDA,100% ALGODÃO",""
"I","Calcinhas",5530464,"20004","CALCINHA LPA4",50,"Calcinha modeladora de cotton com renda e super confortável!",". Calçola cós alto 
. Confeccionada em cotton lisa 
. Com renda
. Comprime a região abdominal
. Acabamento em elástico no viés
. Composto Por :
82% algodão
18% elastano 
Forro 100% algodão
","",False,3,1,True,0,19.99,19.99,0,0,0,,,False,False,"LPA4_150.JPG","LPA4_350.JPG","LPA4_500.JPG","","","","Calçola cós alto modeladora","","","",0,,674,"",,,0,,"","calcinha,calçola,modeladora,renda,cotton,abdomem,comprime,cós,confortável,algodão",6,6,,True,False,0,0,0,"","D44","LPA4","calcinha-draw-92330569","","Calcinha modeladora,calcinha cotton, feita em renda, 100%algodão,Comprime a região abdominal,cós alto",""
"I","Calcinhas",5530493,"20005","CALCINHA LPA5",50,"Calcinha em microfibra lisa com detalhe em renda nas laterais, Linda e confortável!",". Calçola em microfibra lisa 
. Detalhe de renda nas laterais
. Com elástico serrilhado 
. Composto por:
83% poliamida
17% elastano 
Forro 100% algodão","",False,4,1,True,0,12.2,12.2,0,0,0,,,False,False,"LPA5_150.JPG","LPA5_350.JPG","LPA5_500.JPG","","","","Calçola em microfibra lisa","","","",0,,674,"",,,0,,"","calcinha,confortável,detalhe,renda,calçola,algodão,dia,tie,",6,6,,True,False,0,0,0,"","D42","LPA5","calcinha-tie-35477847","","Calcinha em microfibra, detalhe em renda, 100%algodão, calcinha confortável, dia a dia",""
"I","Calcinhas",5530500,"20006","CALCINHA LPA6",50,"Calcinha em microfibra lisa e renda, macia e confortável.",". Calcinha em microfibra lisa
. Detalhes em renda
. Comporto por:
84%Poliamida
16%Elastano
Forro 100%algodão","",False,6,1,True,0,11.9,11.9,0,0,0,,,False,False,"LPA6_150.JPG","LPA6_350.JPG","LPA6_500.JPG","","","","Calcinha em microfibra lisa e renda","","","",0,,674,"",,,0,,"","Calcinha,lisa,microfibra,renda,macia,confortável,algodão,conforto",6,6,,True,False,0,0,0,"","M125","CPA6","calcinha-sun-54909915","","Calcinha em microfibra, calcinha lisa, detalhes de renda, macia e confortável.",""
"I","Calcinhas",5533997,"20007","CALCINHA LPA7",50,"Calcinha em microfibra e renda, linda e delicada, perfeita para todas as ocasiões.",". Calcinha em microfibra
. Detalhes em renda
. costura apenas no meio, evitando assim que marque a roupa.
. Comporto por:
82%poliamida .
18%Elastano  
Forro 100%algodão","",False,3,1,True,0,9.99,9.99,0,0,0,,,False,True,"LPA7_150.JPG","LPA7_350.JPG","LPA7_500.JPG","","","","Calcinha em microfibra e renda","","","",0,,674,"",,,0,,"","lingerie, calcinha,renda,microfibra,elástico,algodão,delicada",6,6,,True,False,0,0,0,"","A170 ","LPA7","lpa7-78330630","","calcinha em microfibra, detalhes em renda, sem costura, não marca, 100%algodão",""
"I","Calcinhas",5541918,"20008","CALCINHA LPA8",50,"Calesson todo em renda, fica linda no corpo e veste muito bem.",".Calesson em renda.
.Tem elástico na cintura 
.Toda em renda
.Composto por 
82% de poliamida
18% de elastano.
Forro 100% algodão.

","",False,3,1,True,0,12.78,12.78,0,0,0,,,False,False,"LPA8_150.JPG","LPA8_350.JPG","LPA8_500.JPG","","","","Calesson todo em renda","","","",0,,674,"",,,0,,"","calcinha,lingerie,calesson,renda,delicada,elastico",6,6,,True,False,0,0,0,""," 5237","CALCINHA LPA8","calcinha-lpa8-89223879","","Calesson em renda,Tem elástico na cintura,Toda em renda",""
"I","Conjuntos",5527443,"10010_P_AMARELO","",50,"Conjunto de Bojo, todo em renda, lindo e delicado!","","",False,1,1,True,0,36.99,40,36.99,0,0,25/02/2017,30/04/2017,False,False,"","","","132245","","","","","","65971",0,5527442,,"",,,0,,"","",6,6,,True,False,0,0,0,"","62245","CONJUNTO LPC10_10010_P_AMARELO","conjunto-rigth-70457095","","",""
"I","Conjuntos",5527446,"10011_P_ROXO","",50,"Conjunto Strappy em microfibra com bojo, detalhes em renda rosa claro. Sofisticado e super moderno!","","",False,1,1,True,0,39.99,39.99,0,0,0,,,False,False,"","","","132245","","","","","","65972",0,5527445,,"",,,0,,"","",6,6,,True,False,0,0,0,"","3668574","CONJUNTO LPC11_10011_P_ROXO","conjunto-charm-14588565","","",""
"I","Conjuntos",5527447,"10011_M_VERMELH","",50,"Conjunto Strappy em microfibra com bojo, detalhes em renda azul. Sofisticado e super moderno!","","",False,1,1,True,0,39.99,39.99,0,0,0,,,False,False,"","","","132246","","","","","","65691",0,5527445,,"",,,0,,"","",6,6,,True,False,0,0,0,"","3668574","CONJUNTO LPC11_10011_M_VERMELH","conjunto-charm-91852969","","",""
"I","Conjuntos",5530521,"10009_G_VERMELH","",50,"Conjunto de bojo super luxuoso e sensual, lindo para ser usado em qualquer ocasião.","","",False,1,1,True,0,35.99,41.99,35.99,0,0,,,False,False,"","","","132247","","","","","","65691",0,5521173,,"",,,0,,"","",6,6,,True,False,0,0,0,"","B06","CONJUNTO LPC9_10009_G_VERMELH","lpc9-16985721","","",""
"I","Conjuntos",5525983,"10001_M_PRETO","",50,"Conjunto de bojo lindo, marcante e veste super bem!

","","",False,1,1,True,0,39.9,49.98,39.9,0,0,25/02/2017,30/04/2017,False,False,"","","","132246","","","","","","65687",0,5521137,,"",,,0,,"","",6,6,,True,False,0,0,0,"","500987","CONJUNTO LPC1_10001_M_PRETO","conjunto-one-84226626","","",""
"I","Conjuntos",5525984,"10001_P_VERMELH","",50,"Conjunto de bojo lindo, marcante e veste super bem!

","","",False,1,1,True,0,39.9,49.98,39.9,0,0,25/02/2017,30/04/2017,False,False,"","","","132245","","","","","","65691",0,5521137,,"",,,0,,"","",6,6,,True,False,0,0,0,"","500987","CONJUNTO LPC1_10001_P_VERMELHO","conjunto-one-20920962","","",""
"I","Conjuntos",5525986,"10005_M_PRETO","",50,"Conjunto de Bojo, lindo, delicado e veste super bem!","","",False,1,1,True,0,29.99,39.99,29.99,0,0,01/12/2016,16/01/2017,False,True,"","","","132246","","","","","","65687",0,5521155,,"",,,0,,"","",6,6,,True,False,0,0,0,"","866582","CONJUNTO LPC5_10005_M_PRETO","conjunto-butterfly-95391482","","",""
"I","Conjuntos",5525987,"10005_P_ROSA","",50,"Conjunto de Bojo, lindo, delicado e veste super bem!","","",False,1,1,True,0,29.99,39.99,29.99,0,0,01/12/2016,16/01/2017,False,True,"","","","132245","","","","","","65972",0,5521155,,"",,,0,,"","",6,6,,True,False,0,0,0,"","866582","conjunto lpc5_10005_P_ROSA","conjunto-butterfly-24633426","","",""
"I","Conjuntos",5525989,"10005_G_VERDE","",50,"Conjunto de Bojo, lindo, delicado e veste super bem!","","",False,1,1,True,0,29.99,39.99,29.99,0,0,01/12/2016,16/01/2017,False,True,"","","","132247","","","","","","65973",0,5521155,,"",,,0,,"","",6,6,,True,False,0,0,0,"","866582","CONJUNTO LPC1_10005_G_VERDE","conjunto-butterfly-24866885","","",""
